Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Canada,CAN,14229.8321,14389.39779,15173.02399,15689.69777,16419.38725,17143.40313,17955.25912,18180.20563,18782.92491,19464.13149,21428.90916,21642.54078,22573.56628,23799.69553,24257.8168,24275.81275,25369.46343,25960.63922,26663.77071,27384.67793,27622.37338,28215.53085,26999.07907,27418.4916,28762.9722,29851.64328,30183.40878,31001.12984,31951.55048,32116.92334,31700.54627,30654.33314,30563.37882,31032.7546,32074.15624,32595.45152,32801.30185,33867.00791,34894.61343,36391.53533,37906.86012,38200.39824,38920.57511,39268.07882,40106.43815,41004.92447,41663.53661,42106.69447,42067.79645,40377.82493,41165.56619,42043.51095,42319.63492,42848.7741,43639.08653,43596.13554,43552.92982,44339.19333,44916.47416,45120.99976,42390.0631,44375.12719,45237.77947
Central Europe and the Baltics,CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6311.893775,5709.275917,5615.576074,5705.99979,5941.325228,6289.713038,6589.979927,6755.029862,6947.733832,7091.737865,7414.028808,7698.351013,8028.851078,8383.300762,8897.285984,9369.378928,10012.70761,10696.6396,11157.48014,10786.91612,10981.47334,11394.2668,11514.54568,11615.76708,12014.13154,12526.59301,12903.97553,13596.01111,14295.752,14873.83473,14396.30627,15444.54443,16291.65189
Switzerland,CHE,,,,,,,,,,,,,,,,,,,,,59771.44922,60397.27306,59259.16077,59382.70142,60949.93231,62910.65814,63747.33576,64352.55534,65975.10651,68278.06206,70063.85169,68559.93818,67778.54749,67079.46439,67391.84433,67264.91129,67284.10913,68640.07445,70510.02547,71341.34285,73749.9388,74439.4636,73824.38488,73254.95291,74718.68361,76282.98396,78893.80774,81254.17005,82481.06804,79585.52159,81315.42286,81874.33619,81964.88642,82479.92154,83394.37114,83806.4476,84611.09985,84967.58855,86756.60213,87123.66044,84637.01323,88520.322,90057.03594
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,3288.607468,3389.615214,3454.392824,3584.377554,3605.62505,3571.140673,3900.117547,3969.815075,4040.819934,4128.269325,4133.493945,4448.733834,4333.315569,4050.673495,4081.866415,3499.085565,3577.595233,3891.834921,4128.367033,4409.947663,4693.440823,4927.622092,4321.822545,4047.017389,4153.70285,4257.652248,4419.177179,4631.297625,4892.34718,5291.717691,5380.317901,5706.52341,6242.329966,6550.913548,6777.65316,7277.561894,7666.984784,8125.955528,8359.874902,8238.300952,8549.079073,8720.910135,8902.837975,9226.150453,9744.322439,10212.7825,10725.05476,11169.28678,11477.09009,11232.82312,11770.75658,12380.0153,13014.58249,13316.0523,13418.97577,13567.35722,13642.01809,13612.92425,13904.11534,13758.74701,12738.72484,14093.09093,14355.60624
China,CHN,238.217052,175.0236815,163.9070438,176.4004558,203.6878342,232.6072068,250.3049027,229.8762741,214.770066,244.3639643,283.5853563,295.380171,299.1908882,315.1296635,315.816664,337.344119,326.9494605,346.939156,381.0993295,404.5966325,430.8554098,447.1197864,480.3113224,524.4093632,596.2011091,667.1285419,716.10534,786.8648816,861.1934866,883.7641552,905.0324572,975.4629155,1100.646116,1239.129373,1384.930157,1520.029469,1653.433789,1787.766977,1909.622328,2038.206474,2193.896866,2359.572385,2557.891612,2797.176659,3061.833173,3390.716159,3800.765796,4319.031398,4711.643449,5128.904128,5647.068727,6152.696873,6591.662494,7056.423092,7532.785301,8016.445595,8516.528742,9053.228725,9619.209475,10155.51088,10358.17,11223.25535,11560.24212
Cote d'Ivoire,CIV,1481.059037,1569.071907,1528.756117,1683.67477,1904.651304,1774.971768,1904.869489,1916.359714,2074.223614,2183.437038,2312.31496,2423.977899,2416.345165,2446.378372,2438.619784,2522.380299,2733.056903,2824.911534,3017.175246,2975.231389,2551.129467,2543.099885,2455.228296,2274.584258,2135.082429,2154.455502,2150.150318,2071.504999,2023.013898,2006.389889,1909.82806,1839.752437,1768.202554,1701.433,1654.859288,1711.110949,1779.74207,1884.721989,1900.213381,1865.123051,1809.920801,1725.155942,1636.446951,1521.884843,1534.076717,1514.620558,1523.233058,1507.089596,1545.880093,1568.021136,1640.315034,1520.342303,1602.910924,1739.155195,1858.615354,1941.581898,2027.833976,2122.502619,2168.913442,2252.543316,2234.909473,2333.353122,2430.306921
Cameroon,CMR,943.2784617,939.2569495,948.9412673,962.0242898,973.0751165,969.43166,989.9027663,860.4080417,892.2973754,912.3519074,916.2852853,923.1947558,922.5286687,945.6586058,1018.639517,1102.132116,1014.067863,1123.991058,1334.261351,1375.294591,1304.507919,1473.871237,1546.476839,1618.030533,1689.97697,1771.165361,1833.420286,1738.83547,1554.282382,1480.644511,1348.73035,1259.117263,1184.787089,1059.520363,1048.987213,1049.706663,1064.646045,1083.64161,1105.245204,1124.900477,1137.624527,1156.050391,1175.871674,1206.610512,1256.69365,1250.058883,1262.871906,1281.392485,1281.019837,1277.181619,1277.265693,1283.567041,1305.668033,1332.860004,1366.966595,1399.675336,1420.029872,1429.234685,1445.267771,1454.564069,1419.328208,1428.562585,1441.794905
"Congo, Dem. Rep.",COD,1254.73391,1090.264294,1287.498048,1319.207381,1253.041481,1231.255472,1277.786267,1228.86476,1244.991825,1322.189479,1281.733322,1321.887516,1289.007035,1356.871535,1362.290114,1260.493985,1163.183696,1142.972128,1049.060683,1017.473617,1008.430457,1003.975416,972.4142757,959.420303,982.9410262,958.0354536,973.9746204,969.8482554,944.4568293,903.6928172,817.0809692,723.9866412,628.7398881,526.8928836,482.7889093,466.2457574,452.7630576,420.6241395,404.1154831,375.9505248,339.9694493,322.9300371,322.440052,330.5489872,342.4599974,352.3212298,359.4280717,369.8407542,380.4949105,379.054881,393.0274509,406.2010287,420.6293655,441.0129783,466.4249468,482.0645686,476.8149047,477.8478912,489.3823746,494.8192478,487.4331332,501.2390885,528.7888345
"Congo, Rep.",COG,1194.033589,1260.621636,1291.726612,1206.856757,1219.129872,1229.25582,1211.149759,1201.760953,1256.304334,1311.700941,1353.870737,1415.106937,1490.366671,1563.773369,1635.615648,1713.651101,1687.315925,1499.540353,1557.45746,1671.070364,1921.689402,2210.399807,2673.274012,2771.460431,2890.91139,2772.404934,2506.45772,2438.01224,2409.854742,2402.313951,2358.943075,2349.228995,2345.296088,2256.781448,2072.84515,2098.006802,2130.313648,2073.970039,2105.976024,1997.533238,2068.389853,2067.820132,2112.540087,2071.578017,2071.98939,2153.767153,2240.089966,2016.31533,2073.619747,2223.78262,2345.118143,2320.34012,2481.301793,2405.040391,2504.299818,2455.34791,2189.16901,2017.859751,1924.72433,1901.061453,1740.832342,1718.235704,1704.272352
Colombia,COL,1951.042877,1987.653169,2031.345597,2034.758874,2095.847399,2107.61036,2154.830646,2182.152863,2250.141151,2326.604567,2410.399192,2494.397964,2625.276719,2739.440334,2833.389747,2836.5515,2907.408189,2962.537722,3141.531443,3236.008173,3291.47155,3289.777232,3245.941675,3222.121255,3255.018186,3283.229428,3400.941212,3508.248057,3574.478716,3619.350694,3695.805804,3693.730558,3767.677276,3893.074501,4039.993961,4170.457695,4179.2262,4246.156656,4196.920349,3953.729994,4003.985169,4007.52805,4045.306747,4142.007703,4301.035042,4447.566818,4685.054586,4939.117957,5042.061146,5042.144959,5209.732471,5511.099853,5667.498751,5899.76792,6107.08302,6228.651622,6291.079698,6280.891051,6320.990748,6404.108766,5852.983235,6423.859895,6842.532512
Comoros,COM,,,,,,,,,,,,,,,,,,,,,1207.723093,1218.556045,1262.472552,1289.586907,1307.612921,1301.872846,1290.399785,1275.7818,1274.165023,1199.790326,1227.138589,1131.638167,1199.132181,1207.644983,1119.373675,1135.134902,1096.607184,1116.530618,1106.903299,1105.736687,1202.131382,1205.509181,1208.589928,1210.028524,1209.863114,1219.991232,1227.482897,1212.751725,1235.652819,1249.839403,1270.302654,1295.204391,1307.973031,1337.397725,1336.489702,1322.936775,1337.527869,1360.431185,1383.377872,1381.622238,1352.955492,1355.538811,1362.778021
Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,592.8809476,634.1924725,642.7462012,694.0461446,710.6374143,762.0540873,773.923765,796.9779499,833.973749,869.3912333,860.0096632,852.9975307,923.4374503,978.7357245,1137.714169,1268.678011,1380.333562,1499.44645,1650.497394,1797.295731,2015.381364,2026.279155,2099.900151,2156.347923,2344.518781,2474.824855,2639.962717,3005.229408,3181.450818,3101.393841,3124.57209,3208.367126,3204.601883,3188.569677,3174.705317,3169.078901,3267.879015,3376.938283,3463.812818,3667.057364,2876.153429,3010.345633,3494.569244
Costa Rica,CRI,3558.990682,3496.44617,3557.056842,3671.507537,3678.189716,3850.155204,3989.343685,4087.659094,4307.105278,4418.765967,4623.012974,4807.399936,5067.419828,5320.131888,5473.297979,5446.368574,5599.212268,5938.648367,6143.638947,6274.057937,6150.928664,5849.412065,5275.599007,5278.167162,5545.90621,5434.231851,5581.256117,5693.737749,5738.336733,5910.770148,5967.190942,5949.49634,6335.51657,6618.921108,6751.919255,6867.637672,6801.655421,7014.530061,7355.153636,7507.965381,7646.027372,7768.438955,7898.633138,8109.824897,8340.829852,8545.747274,9041.386796,9647.860895,9966.04844,9746.490696,10137.58217,10453.52257,10832.75676,10975.69637,11240.71159,11529.95517,11893.32325,12267.16204,12470.95742,12662.42285,12030.04859,12906.99704,13424.4647
Caribbean small states,CSS,3737.001678,4037.23528,4148.07206,4229.414169,4520.241785,4723.237591,4996.052303,5138.396615,5362.168604,5581.258342,5750.958082,5792.981331,6132.210407,6024.116563,5767.000101,5635.257726,5643.147603,5799.185361,6070.966574,6321.52728,6410.738243,6401.894439,6396.401599,6177.530481,6177.402758,6124.353285,6153.277057,6222.791,6318.453742,6539.818197,6558.728958,6602.815806,6692.57408,6830.193289,6959.190188,7094.973048,7275.786645,7430.110958,7589.032509,7842.450329,8078.83532,8186.728935,8423.047341,8836.455996,9125.975181,9397.205789,9973.750174,10249.76512,10313.66584,9888.971022,9956.641117,10003.07864,10281.08862,10354.68953,10526.54721,10484.86996,10198.49218,10087.85831,10151.04118,10173.91664,9166.622722,9657.388607,10899.44405
Cuba,CUB,,,,,,,,,,,2606.719691,2781.532091,2870.130187,2927.63302,2920.279435,3163.012111,3304.635029,3565.828364,3778.591349,3802.231952,3605.158775,4297.668925,4652.452846,4867.028388,5210.72507,5250.365688,5210.989218,5040.784682,5178.171072,5162.995234,4963.847383,4397.025412,3862.609594,3270.57974,3280.027183,3348.476634,3598.989781,3687.35993,3681.30245,3896.298094,4113.490275,4231.803662,4280.216733,4430.984539,4675.788772,5189.928604,5808.640735,6225.354518,6477.777944,6567.960155,6720.649915,6903.911705,7105.404329,7292.708134,7362.311259,7683.740254,7721.70357,7865.338609,8047.941031,8043.014197,7172.517928,7291.037772,7449.68288
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21523.64585,22171.06549,22231.87926,21840.89126,21512.11155,21112.32187,20913.66299,21011.15701,21202.43046,20952.8998,20706.43741,20518.09858,20277.51126,19921.47718,19529.52859,19361.81296,18953.05386,18651.4797,18355.17658,17980.52979,14974.32548,15864.76525,17387.2854
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96176.30101,96280.24735,93166.31598,84026.97236,79519.84465,78393.73677,77448.51029,76617.54415,76872.5807,77295.84529,78077.43383,78883.2812,80597.70911,82170.59269,76609.76938,78731.14796,80946.966
Cyprus,CYP,,,,,,,,,,,,,,,,6172.914551,7484.342285,8707.880859,9350.378906,10196.99414,10667.1416,10755.55273,11269.07813,11800.41992,12668.66602,13126.66895,13457.64551,14252.625,15321.68457,16305.26172,17143.34766,16828.81055,17927.36719,17622.13086,18279.82422,19452.57422,19384.02539,19615.90234,20560.94531,21348.34766,22382.49609,23017.74023,23602.63477,23929.20508,24798.0293,25629.69727,26393.79492,27155.02148,27447.36328,26181.85938,26019.87891,25466.2207,24216.63672,22682.36719,22513.87891,23408.44141,24805.3125,26013.94922,27161.52344,28360.35938,27089.88281,29498.70898,30571.55078
Czechia,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11626.62587,10300.89916,10238.24768,10233.94219,10527.87569,11219.15007,11711.31541,11663.17382,11632.6029,11805.67184,12312.49777,12734.92203,12959.81748,13428.09962,14070.28046,14978.41319,15948.74529,16739.17872,17046.88503,16160.62056,16505.9537,16761.82731,16606.99254,16593.86423,16951.37912,17829.69832,18247.01173,19139.23988,19689.5827,20206.42564,19048.08685,20085.51607,20237.29455
Germany,DEU,,,,,,,,,,,17894.29669,18421.04218,19121.49789,19972.02541,20141.93948,20041.94799,21124.2557,21880.80763,22558.71479,23484.59919,23766.10765,23855.52586,23783.94549,24221.34037,24991.33368,25630.333,26204.58958,26531.22971,27407.52007,28256.10622,29485.70997,30766.92896,31121.07057,30615.14021,31238.87906,31628.15981,31790.86686,32313.29707,32959.07357,33559.39937,34490.07577,35011.06846,34883.05807,34619.66407,35034.08061,35310.47047,36699.44678,37842.35779,38278.31301,36190.39289,37760.91363,39977.34171,40069.35396,40135.01583,40851.16173,41103.25644,41682.03224,42639.55441,42928.74124,43292.68389,41601.97316,42900.02252,43361.17712
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2167.202457,2279.577595,2409.311902,2538.054019,2632.913333,2714.351648,2820.062866,2814.826221,2901.137113,2950.946475
Dominica,DMA,,,,,,,,,,,,,,,,,,2931.490961,3225.323513,2622.683244,2965.124717,3288.300592,3438.457933,3543.775619,3709.588351,3780.165789,4069.204772,4350.737196,4718.204403,4737.586,5029.776161,5122.632939,5228.785843,5337.399547,5337.002354,5498.52118,5672.075182,5803.177313,6034.694409,6077.21916,6251.471177,6265.171953,6078.271721,6447.431432,6631.333141,6665.105971,6968.763248,7407.930636,7934.646075,7841.273188,7897.690327,7881.525202,7781.532762,7711.446038,8013.753085,7724.042411,7929.805284,7370.433117,7586.646141,7936.304818,6566.427357,6978.470497,7339.695107
Denmark,DNK,18107.37593,19128.40442,20055.64368,20025.03675,21707.16372,22519.81153,22952.0113,24031.12742,25211.62954,26704.63322,26927.95904,27545.06692,28464.13978,29450.59708,28984.77922,28480.35548,30091.97283,30559.45588,31142.92458,32268.5203,32073.64132,31869.04223,33067.56981,33949.33142,35382.23459,36783.94104,38536.32288,38585.40285,38561.41192,38786.93095,39295.24344,39739.60985,40383.55878,40253.5399,42257.09833,43310.25009,44314.7905,45570.07982,46412.03897,47622.43908,49241.928,49469.68881,49541.85555,49599.99696,50792.00095,51835.83271,53687.44155,53935.87025,53345.35762,50457.23249,51173.46616,51644.46351,51567.04015,51831.79793,52404.76397,53254.85637,54556.06895,55735.7649,56563.48847,57203.02779,55653.58745,59205.64669,60345.55732
Dominican Republic,DOM,1373.829335,1298.582066,1471.284964,1517.556075,1569.906515,1332.614878,1467.136769,1471.009498,1432.017948,1543.450938,1774.658732,1914.561766,2057.665592,2262.498527,2336.920616,2396.724815,2495.015886,2555.963299,2548.745002,2602.475377,2746.427828,2800.979195,2787.120073,2853.377511,2827.091255,2708.579694,2745.568698,2960.829854,2962.045338,3027.78543,2802.821479,2771.209532,3020.35945,3179.131459,3199.35919,3318.60509,3454.408698,3697.763655,3883.133466,4050.581525,4175.171024,4214.573761,4340.899936,4222.590337,4272.075232,4612.808749,4971.238166,5272.864112,5373.096253,5353.598222,5724.307291,5827.383253,5909.863376,6120.991164,6472.849086,6838.936746,7209.990202,7461.653269,7894.955192,8205.142592,7571.78282,8410.605843,8732.080739
Algeria,DZA,2106.228575,1787.61478,1413.823214,1868.62614,1943.69856,2030.636067,1897.489058,2031.168808,2200.324378,2332.821699,2483.445445,2152.970441,2680.80323,2717.769084,2850.684052,2885.756037,2980.715013,3021.425449,3206.56232,3344.977973,3268.442983,3260.032037,3356.16155,3420.744966,3492.183167,3500.417046,3399.284001,3274.801891,3154.203236,3207.454987,3153.47583,3042.215909,3025.839548,2896.668411,2810.726744,2862.107868,2927.377437,2910.239243,3012.805444,3066.0377,3138.230019,3188.206226,3321.637761,3512.899048,3612.75298,3774.071254,3783.312964,3848.778251,3874.368069,3866.295758,3931.720059,3969.660276,4025.641484,4057.764807,4129.422549,4197.419985,4246.242174,4218.082319,4188.220385,4153.003455,3873.508746,3939.360864,3999.757697
East Asia & Pacific (excluding high income),EAP,320.6450505,278.0557024,272.6645828,282.9748103,305.9747736,330.8132432,347.736162,334.1066634,331.3071477,359.2202107,396.6529132,412.2976087,421.9956347,446.3469403,453.7630169,475.677301,480.8516699,509.0403837,547.3431605,576.9480098,611.1429688,635.3615284,664.8802631,704.4171721,762.4486502,809.6695942,853.0859623,915.0814251,986.9246694,1026.527025,1062.284168,1129.904878,1238.58093,1359.663123,1488.35487,1614.453667,1738.960303,1843.996478,1875.45716,1973.962326,2103.714657,2229.567227,2387.955523,2579.559473,2791.925373,3045.821879,3356.805666,3747.355352,4039.868404,4330.582783,4726.03299,5095.473289,5435.162427,5783.283615,6137.899099,6500.07275,6875.115599,7280.749431,7705.433079,8105.016549,8167.2965,8758.109772,9033.805342
Early-demographic dividend,EAR,1081.644576,1101.236444,1110.938482,1134.853232,1195.78534,1231.088015,1250.334636,1286.678191,1337.684061,1389.397336,1472.496374,1523.082158,1590.11833,1666.067202,1734.818497,1735.260769,1815.320867,1844.846454,1825.605114,1854.854389,1873.347697,1901.249648,1850.395389,1807.129315,1802.72145,1772.326594,1776.603391,1782.68626,1802.396371,1801.167659,1853.482294,1894.113048,1928.118362,1954.851472,1980.063384,1987.375725,2060.151878,2116.605444,2128.545151,2132.758092,2185.959027,2167.959034,2167.566696,2244.456831,2342.927356,2439.874993,2545.126882,2647.453858,2696.661276,2672.92473,2802.961476,2896.355999,2974.617244,3052.049671,3133.912866,3227.845551,3325.688434,3431.30954,3516.704413,3554.562799,3362.074411,3562.727733,3724.249973
East Asia & Pacific,EAS,1111.868295,1151.704617,1198.526868,1261.495244,1362.504151,1424.584031,1509.118859,1586.79112,1696.336628,1843.667866,1893.942762,1942.994156,2034.761285,2142.412017,2116.925335,2155.391049,2210.128539,2294.167914,2390.074153,2492.727794,2549.123964,2628.312854,2693.346376,2768.125483,2895.176487,3014.681092,3114.264472,3256.068908,3447.640145,3569.761293,3694.885852,3818.83183,3927.914972,4040.67266,4199.205398,4383.892196,4575.717994,4706.784931,4676.448216,4802.832497,5014.540009,5133.901414,5313.785248,5532.516431,5812.763493,6109.882939,6456.113292,6887.684916,7137.756544,7269.639193,7769.636334,8135.873312,8489.72432,8865.880727,9218.652242,9586.061906,9962.382204,10392.1382,10820.56457,11189.51336,11125.37838,11785.25489,12099.38973
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5466.213371,5350.49054,5052.405538,4490.324779,4209.639174,3731.02289,3656.207265,3644.640768,3742.597528,3680.974264,3768.153712,4084.465384,4191.625052,4420.865725,4724.317034,5109.575288,5477.538077,5914.737711,6364.248704,6606.651136,6197.573472,6508.999229,6877.332141,7112.576336,7357.24894,7463.754469,7486.327414,7559.620476,7814.126777,8022.118814,8161.424243,8033.627994,8598.15408,8748.028255
Europe & Central Asia,ECS,,,,,,,,,,,10418.93838,10721.87002,11138.42274,11716.47908,11882.42297,11734.58151,12199.58008,12461.08462,12775.90544,13167.87297,13254.94062,13231.84569,13277.41154,13460.45816,13734.31026,14033.40889,14330.37419,14678.12533,15203.66947,15650.5349,15936.12913,15923.95547,15776.77206,15606.11535,15757.48481,16063.83787,16318.67798,16791.01378,17208.83926,17684.07195,18435.00174,18826.82648,19090.51529,19383.29809,19942.74272,20413.58836,21136.85977,21838.15632,21969.31637,20905.30748,21376.44824,21825.17473,21822.14475,21910.22955,22231.81617,22588.58857,22918.02159,23495.73777,23910.53745,24265.41708,22883.62024,24344.24701,25191.29108
Ecuador,ECU,2529.871341,2584.874372,2634.989943,2613.583436,2726.509727,2734.524124,2646.687312,2689.381861,2662.065255,2706.739055,2810.64323,2903.431202,2963.859032,3283.455296,3550.7362,3832.383151,4003.984978,3958.59731,4072.714211,4112.927141,4153.604764,4272.901363,4188.840317,4068.762096,4070.480018,4124.898911,4161.782153,4048.911183,4184.024114,4126.603185,4180.338333,4263.268622,4262.486662,4261.244003,4358.593486,4374.268716,4369.321022,4477.570934,4543.536482,4254.15121,4227.552516,4322.341882,4421.934417,4463.597184,4746.807173,4912.527491,5041.3338,5063.984478,5294.899313,5236.053684,5331.383774,5657.213016,5881.381167,6078.439563,6215.838092,6130.586676,5965.643273,6012.803317,5976.245345,5863.910566,5331.976611,5492.489271,5590.541634
"Egypt, Arab Rep.",EGY,750.812314,769.2637842,778.3984227,837.8887554,910.0168114,930.2053408,952.5845927,936.6913536,899.5406137,924.9878936,954.6995755,971.809931,980.1469866,992.9279822,986.8833563,1051.667791,1165.081173,1240.920195,1315.597692,1341.363601,1438.005604,1504.105465,1610.469747,1647.299383,1758.713346,1810.020409,1844.707563,1864.046511,1913.093511,1954.416879,2012.879978,1987.03665,2028.224741,2039.693862,2073.653323,2122.880542,2181.252772,2251.988634,2327.101541,2416.362326,2517.580506,2553.528409,2560.457409,2587.630508,2639.347069,2703.222583,2832.5482,2974.687871,3125.74753,3208.452267,3305.883247,3290.761828,3288.794355,3283.74072,3301.204443,3370.382447,3444.268262,3517.587895,3635.420582,3769.03577,3835.784215,3896.842853,4088.897045
Euro area,EMU,,,,,,,,,,,15581.11203,16077.79198,16749.45269,17667.35005,18133.5621,17903.72908,18722.33606,19222.51774,19740.13153,20417.711,20765.0513,20790.36542,20878.50239,21125.98282,21593.82664,22052.72726,22551.11624,23060.3895,23974.86494,24853.09525,25632.56865,26181.7717,26430.5211,26148.69887,26714.16931,27290.28919,27679.73376,28361.34957,29160.81797,29947.87518,31003.42204,31562.5383,31704.01857,31747.54921,32297.59125,32671.41663,33569.91604,34398.59407,34373.6953,32713.22063,33347.48781,33995.70779,33634.45891,33446.92081,33801.10447,34390.34874,34926.9056,35766.54487,36317.3226,36850.07427,34557.11784,36590.51704,37669.32963
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.1630234,661.3031953,777.6679748,757.358524,788.428128,840.5770172,843.9888355,832.0224896,793.6205616,838.8989132,835.1099976,780.4681392,760.3487878,761.0317824,741.0007433,739.7393434,649.6944623,657.7864582,658.5862715,702.3966325,,,,,,,,,,,
Spain,ESP,6215.036283,6886.539061,7502.641232,8150.831396,8498.647375,8932.557047,9482.216114,9772.76322,10282.13648,11088.16169,11436.03312,11824.39246,12647.6295,13482.88221,14085.71108,14009.77548,14320.48044,14576.19511,14647.72461,14525.19228,14727.28352,14603.59093,14697.11364,14884.57747,15087.43895,15381.84457,15834.88287,16669.97704,17482.08699,18297.2444,18969.80864,19403.33038,19487.95121,19187.18231,19551.14529,20001.7908,20448.60149,21117.01858,21953.66752,22846.71775,23937.96855,24707.36707,25026.08647,25310.45639,25654.33655,26145.80858,26762.26726,27218.44926,27025.29494,25778.95647,25702.34684,25402.60507,24634.96209,24368.96824,24783.08295,25754.36103,26514.32481,27239.35244,27739.86477,28087.89792,24829.64859,26391.59723,27702.7453
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7137.530776,7601.669019,8692.296438,9157.064847,9091.333194,9960.139039,10625.57927,11417.16797,12362.24828,13282.54552,14631.38733,16155.20743,17459.09831,16607.56806,14205.39488,14585.83866,15692.78883,16257.4722,16553.38326,17096.64458,17402.03761,17945.94496,18962.4103,19611.61099,20269.57514,20118.10507,21707.24075,21143.29136
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,304.8504325,296.1141761,311.9342013,295.5696102,255.56956,272.3562631,299.9960168,290.2655533,278.6719895,276.2122168,245.9199854,215.6362876,235.9031202,235.4255318,241.7817889,263.2558821,263.1443994,246.3872804,251.377724,258.870525,272.2885509,268.4236018,255.1002658,281.5203253,305.979355,329.6792788,357.1179315,384.5726584,406.8569279,445.1823356,481.0378573,508.0657097,546.592835,586.5736135,630.3126194,671.2905759,715.7487347,744.3675203,785.484972,811.2555399,834.9912914,857.3154856
European Union,EUU,,,,,,,,,,,13290.46629,13698.55579,14254.01056,15013.4782,15384.68816,15193.86297,15852.9523,16229.18169,16646.11791,17213.0169,17489.17541,17504.45255,17587.20567,17795.19043,18198.11975,18582.38802,19011.03246,19433.84378,20178.31674,20898.97864,21534.76473,21860.39189,22049.79139,21852.21342,22375.94192,22928.36498,23321.71402,23904.50607,24591.27137,25274.68753,26229.11249,26764.4457,26999.68255,27148.09199,27747.63091,28181.68506,29072.07669,29889.14148,29984.50678,28612.76996,29208.34908,29816.41826,29563.49375,29467.13627,29864.10268,30487.15617,31022.32321,31854.89087,32455.94929,33014.74086,31126.38019,33035.29323,34158.98003
Fragile and conflict affected situations,FCS,,,,,,,,,1240.676616,1373.808004,1526.898497,1635.687144,1642.530813,1672.309555,1793.565779,1744.833192,1828.941651,1862.71787,1797.993261,1856.023008,1926.246877,1809.760194,1749.897549,1628.626685,1580.757663,1593.219101,1589.102528,1620.727512,1636.492561,1611.327861,1648.767921,1490.710603,1464.041587,1403.154433,1313.027487,1279.862615,1296.705487,1331.882007,1378.004761,1392.510769,1436.119815,1464.877288,1496.078661,1477.22168,1601.685339,1654.680493,1709.875585,1770.26919,1814.905868,1821.317842,1899.999054,1853.005712,1896.993704,1916.066228,1912.46772,1890.48128,1889.414064,1894.058164,1901.024299,1899.633963,1763.417091,1766.938332,1757.895192
Finland,FIN,11425.29343,12207.69355,12486.5232,12805.86258,13401.95664,14065.67368,14345.55906,14577.53089,14846.48724,16280.19829,17128.63075,17510.2266,18752.77916,19948.82744,20486.93864,20764.33697,20773.13091,20764.71662,21309.71272,22769.10727,23921.61452,24133.24211,24744.29678,25363.85522,26045.51387,26857.59364,27508.19999,28410.8751,29806.34333,31209.75811,31279.95197,29278.36366,28155.08956,27833.70257,28812.30362,29912.89797,30908.30031,32768.37813,34464.99088,35891.00564,37884.39132,38784.77255,39351.3904,40044.30486,41522.17508,42530.61968,44074.03092,46212.64097,46358.62041,42412.09785,43563.5722,44466.8177,43637.24867,43044.99712,42710.92129,42801.90812,43878.96673,45173.62941,45627.91989,46135.88142,44984.73445,46165.68655,46792.75352
Fiji,FJI,2151.184627,2158.668198,2167.690191,2234.020375,2271.802159,2145.436497,2086.067136,2305.919209,2432.655077,2442.839728,2697.40889,2827.67988,2984.323702,3275.143739,3306.621613,3269.263393,3296.861406,3417.622087,3400.050611,3723.181037,3574.119771,3708.042978,3402.223119,3189.166429,3374.28571,3143.840704,3318.167398,3048.912444,3039.42641,3230.297918,3383.821623,3273.991429,3464.756479,3528.069452,3700.475286,3786.078553,3946.430516,3821.069201,3826.160096,4114.960672,4000.854363,4038.133189,4125.326396,4125.72967,4302.347613,4291.71551,4330.827236,4257.514534,4272.306647,4191.34728,4297.138966,4397.90305,4446.734206,4645.046523,4894.043638,5105.189612,5223.376039,5499.122255,5708.910971,5679.051881,4701.331508,4451.602644,5313.028471
